texture_tag_hex,status,bound_bsi_stem,confidence,face_count,model_count,candidate_bsi_stems,notes
0000000004ff,unbound,,none,2,1,,
00cd13340000,unbound,,none,2,2,,
3800e8030000,unbound,,none,2,1,,
99ebffff0000,unbound,,none,2,1,,
ec057e3f0000,unbound,,none,2,1,,
2c0080020000,unbound,,none,2,1,,
001600000034,unbound,,none,2,1,,
002600000034,unbound,,none,2,1,,
001d00000000,unbound,,none,2,1,,
008d00000000,unbound,,none,2,1,,
f32904000000,unbound,,none,2,1,,
00000000a686,unbound,,none,2,1,,
070000000080,unbound,,none,2,2,,
0020000000c0,unbound,,none,2,2,,
0004353f0000,unbound,,none,2,2,,
00000000f404,unbound,,none,2,1,,
0000000028bb,unbound,,none,2,1,,
60000a060000,unbound,,none,2,1,,
000000007401,unbound,,none,2,2,,
000000006801,unbound,,none,2,1,,
000000002c01,unbound,,none,2,2,,
bc0100000000,unbound,,none,2,2,,
469c19bfcbca,unbound,,none,2,1,,
000068440080,unbound,,none,2,1,,
000080c10000,unbound,,none,2,1,,
000080bf0200,unbound,,none,2,2,,
fa141ebe0000,unbound,,none,2,1,,
00000000e938,unbound,,none,2,1,,
918e56bee869,unbound,,none,2,1,,
000000004651,unbound,,none,2,1,,
000096e60000,unbound,,none,2,1,,
96e600000000,unbound,,none,2,1,,
d8b35d3ffeff,unbound,,none,2,1,,
000084001409,unbound,,none,2,1,,
000074008408,unbound,,none,2,1,,
00006400dc07,unbound,,none,2,1,,
000054002407,unbound,,none,2,1,,
000044007406,unbound,,none,2,1,,
00003400a405,unbound,,none,2,1,,
00002400dc04,unbound,,none,2,1,,
000014000404,unbound,,none,2,1,,
000004001c03,unbound,,none,2,1,,
9800c6090000,unbound,,none,2,1,,
88003e090000,unbound,,none,2,1,,
7800a6080000,unbound,,none,2,1,,
680016080000,unbound,,none,2,1,,
580056070000,unbound,,none,2,1,,
48009e060000,unbound,,none,2,1,,
3800d6050000,unbound,,none,2,1,,
28000e050000,unbound,,none,2,1,,
18003e040000,unbound,,none,2,1,,
080056030000,unbound,,none,2,1,,
290000cc0400,unbound,,none,2,1,,
a40900009000,unbound,,none,2,1,,
140900008000,unbound,,none,2,1,,
840800007000,unbound,,none,2,1,,
dc0700006000,unbound,,none,2,1,,
240700005000,unbound,,none,2,1,,
740600004000,unbound,,none,2,1,,
a40500003000,unbound,,none,2,1,,
dc0400002000,unbound,,none,2,1,,
040400001000,unbound,,none,2,1,,
3c00b5010200,unbound,,none,2,2,,
000bffff00f7,unbound,,none,2,1,,
000bffff00ff,unbound,,none,2,1,,
000bffff0009,unbound,,none,2,1,,
d80000000000,unbound,,none,2,2,,
c2ffffff0000,unbound,,none,2,2,,
fd0000000000,unbound,,none,2,2,,
11000000ff00,unbound,,none,2,1,,
bb00000052ff,unbound,,none,2,1,,
fd000000dcff,unbound,,none,2,1,,
07fffffffeff,unbound,,none,2,1,,
00000000cf1b,unbound,,none,2,1,,
000014004801,unbound,,none,2,2,,
000004007201,unbound,,none,2,2,,
00000800a000,unbound,,none,2,1,,
00000200f400,unbound,,none,2,1,,
2000e49e0000,unbound,,none,2,2,,
240098020000,unbound,,none,2,2,,
070010040000,unbound,,none,2,2,,
3000ec020000,unbound,,none,2,2,,
a8adffff0000,unbound,,none,2,2,,
24001a020000,unbound,,none,2,2,,
0600d6030000,unbound,,none,2,2,,
2c0044020000,unbound,,none,2,2,,
040010040000,unbound,,none,2,2,,
0000308dffff,unbound,,none,2,2,,
2800f0010000,unbound,,none,2,2,,
813600000000,unbound,,none,2,2,,
3c007a030000,unbound,,none,2,2,,
1000e49e0000,unbound,,none,2,2,,
0000c0c20000,unbound,,none,2,2,,
3c007d050200,unbound,,none,2,2,,
00000fec0000,unbound,,none,2,1,,
4c00ac030000,unbound,,none,2,1,,
2c009c020000,unbound,,none,2,1,,
380002030000,unbound,,none,2,1,,
4cf600000000,unbound,,none,2,1,,
c60100000c00,unbound,,none,2,1,,
f00300005000,unbound,,none,2,1,,
0000000060e1,unbound,,none,2,2,,
120400005400,unbound,,none,2,1,,
3400b8030000,unbound,,none,2,1,,
1c00bc020000,unbound,,none,2,2,,
6000ae050000,unbound,,none,2,1,,
2c0064030000,unbound,,none,2,1,,
0000803ff0ff,unbound,,none,2,1,,
0c0006010000,unbound,,none,2,1,,
180062010000,unbound,,none,2,1,,
0000feff0040,unbound,,none,2,2,,
0080feff00c0,unbound,,none,2,2,,
0080010000c0,unbound,,none,2,2,,
000400000000,bound_family_unique,sheet1,medium,2,1,,"auto-bound via unique family candidate (sheet, min_face_count=1)"
000300000019,bound_family_unique,sheet1,medium,2,1,,"auto-bound via unique family candidate (sheet, min_face_count=1)"
000400000009,bound_family_unique,sheet1,medium,2,1,,"auto-bound via unique family candidate (sheet, min_face_count=1)"
0003000000f0,bound_family_unique,sheet1,medium,2,1,,"auto-bound via unique family candidate (sheet, min_face_count=1)"
0004000000f8,bound_family_unique,sheet1,medium,2,1,,"auto-bound via unique family candidate (sheet, min_face_count=1)"
000080400000,unbound,,none,2,1,,
0000803fa6d4,unbound,,none,2,1,,
000000004bd4,unbound,,none,2,1,,
0000803f4bd4,unbound,,none,2,1,,
398e63b1e438,unbound,,none,2,1,,
0000803fad38,unbound,,none,2,1,,
0000803fac38,unbound,,none,2,2,,
efbd77b40821,unbound,,none,2,2,,
0000040030b1,unbound,,none,2,2,,
c0b18203d0b1,unbound,,none,2,2,,
0000c8b40000,unbound,,none,2,2,,
33ff87020000,unbound,,none,2,2,,
f4ff05413000,unbound,,none,2,2,,
0000befc0080,unbound,,none,2,2,,
8203f6010000,unbound,,none,2,2,,
40b2820350b2,unbound,,none,2,2,,
ffffff415400,unbound,,none,2,2,,
820318020000,unbound,,none,2,2,,
a0b28203b0b2,unbound,,none,2,2,,
00004a427800,unbound,,none,2,2,,
cd0036000000,unbound,,none,2,2,,
04003d410337,unbound,,none,2,2,,
0000803fca2a,unbound,,none,2,1,,
0010000000e8,unbound,,none,2,2,,
00f0ffff00e8,unbound,,none,2,2,,
0007000000ea,unbound,,none,2,2,,
0004000000f6,unbound,,none,2,2,,
00f7ffff00eb,unbound,,none,2,2,,
0000ff02ea02,unbound,,none,2,2,,
0000df002b01,unbound,,none,2,2,,
5400000081ff,unbound,,none,2,2,,
0437bfaad181,unbound,,none,2,2,,
acff24000000,unbound,,none,2,2,,
0000acff7800,unbound,,none,2,2,,
0000a0ffd6ff,unbound,,none,2,2,,
bfaad1810000,unbound,,none,2,2,,
78000000c1ff,unbound,,none,2,2,,
000f00000000,unbound,,none,2,2,,
000a000000ea,unbound,,none,2,2,,
000300000002,unbound,,none,2,2,,
00fdffff0007,unbound,,none,2,2,,
00f1ffff00e8,unbound,,none,2,2,,
0007000000f8,unbound,,none,2,2,,
000400000013,unbound,,none,2,2,,
00f7ffff0007,unbound,,none,2,2,,
00fcffff0000,unbound,,none,2,2,,
00f6ffff00f8,unbound,,none,2,2,,
00fbffff0016,unbound,,none,2,2,,
000a00000012,unbound,,none,2,2,,
000b000000f1,unbound,,none,2,2,,
000d000000e8,unbound,,none,2,2,,
00fcffff0004,unbound,,none,2,2,,
000300000004,unbound,,none,2,2,,
0053ffff00a3,unbound,,none,2,1,,
0037ffff0094,unbound,,none,2,1,,
0037ffff007c,unbound,,none,2,1,,
0037ffff00bc,unbound,,none,2,1,,
00e2feff00b0,unbound,,none,2,1,,
00f0fdff003c,unbound,,none,2,1,,
e8fc1cbc0000,unbound,,none,2,1,,
000000002c00,unbound,,none,2,2,,
447c1cbc8526,unbound,,none,2,1,,
000000007400,unbound,,none,2,2,,
00001000ae01,unbound,,none,2,1,,
34000000d3ff,unbound,,none,2,1,,
c10000000000,unbound,,none,2,1,,
e5fffffffc00,unbound,,none,2,1,,
aa0000000000,unbound,,none,2,1,,
0092000000d4,bound_family_unique,treb,medium,2,1,,"auto-bound via unique family candidate (treb, min_face_count=1)"
009200000025,bound_family_unique,treb,medium,2,1,,"auto-bound via unique family candidate (treb, min_face_count=1)"
009400000031,bound_family_unique,treb,medium,2,1,,"auto-bound via unique family candidate (treb, min_face_count=1)"
009b000000d0,bound_family_unique,treb,medium,2,1,,"auto-bound via unique family candidate (treb, min_face_count=1)"
008b00000032,bound_family_unique,treb,medium,2,1,,"auto-bound via unique family candidate (treb, min_face_count=1)"
0000c0420000,unbound,,none,2,1,,
1000d8010000,unbound,,none,2,1,,
00b000000000,bound_family_unique,wal12b,medium,2,1,,"auto-bound via unique family candidate (wal, min_face_count=1)"
4c00e4040000,bound_family_unique,wal12b,medium,2,1,,"auto-bound via unique family candidate (wal, min_face_count=1)"
280092020000,bound_family_unique,wal12b,medium,2,2,,"auto-bound via unique family candidate (wal, min_face_count=1)"
0080ffff5901,bound_family_unique,wal12b,medium,2,2,,"auto-bound via unique family candidate (wal, min_face_count=1)"
0040feff00e0,bound_family_unique,wal12b,medium,2,2,,"auto-bound via unique family candidate (wal, min_face_count=1)"
008000000060,bound_family_unique,wal12b,medium,2,2,,"auto-bound via unique family candidate (wal, min_face_count=1)"
3c007d050000,unbound,,none,2,2,,
000054420000,unbound,,none,2,2,,
100500005000,unbound,,none,2,2,,
0000000080e1,unbound,,none,2,2,,
3a0500005400,unbound,,none,2,2,,
00000000b0e1,unbound,,none,2,2,,
0068ffff00e0,unbound,,none,2,2,,
0038000000e0,unbound,,none,2,2,,
0040000000e0,unbound,,none,2,2,,
3c007d052c00,unbound,,none,2,2,,
00c001000080,unbound,,none,2,2,,
f3efffff0000,unbound,,none,2,1,,
e59300000000,unbound,,none,2,1,,
ec71e20410c1,unbound,,none,1,1,,
f0c2f304c0c4,unbound,,none,1,1,,
30d4f30490d4,unbound,,none,1,1,,
70d6f304d0d6,unbound,,none,1,1,,
b0d8f30410d9,unbound,,none,1,1,,
f0daf30450db,unbound,,none,1,1,,
30ddf30490dd,unbound,,none,1,1,,
70dff304d0df,unbound,,none,1,1,,
303ef304e08f,unbound,,none,1,1,,
2002f4048002,unbound,,none,1,1,,
6004f404c004,unbound,,none,1,1,,
a006f4040007,unbound,,none,1,1,,
e008f4044009,unbound,,none,1,1,,
200bf404800b,unbound,,none,1,1,,
600df404c00d,unbound,,none,1,1,,
a00ff4040011,unbound,,none,1,1,,
e012f4044013,unbound,,none,1,1,,
2015f4048015,unbound,,none,1,1,,
6017f404c017,unbound,,none,1,1,,
a019f404001a,unbound,,none,1,1,,
e01bf404401c,unbound,,none,1,1,,
201ef404801e,unbound,,none,1,1,,
6021f404c021,unbound,,none,1,1,,
a023f4040024,unbound,,none,1,1,,
e025f4044026,unbound,,none,1,1,,
2028f4048028,unbound,,none,1,1,,
602af404c02a,unbound,,none,1,1,,
a02cf404002d,unbound,,none,1,1,,
e02ef404402f,unbound,,none,1,1,,
00000000e029,unbound,,none,1,1,,
640de204b86e,unbound,,none,1,1,,
120000001300,unbound,,none,1,1,,
2c00e2040000,unbound,,none,1,1,,
9c06e204b607,unbound,,none,1,1,,
b86ee2040200,unbound,,none,1,1,,
ef6c00008964,unbound,,none,1,1,,
640de2040080,unbound,,none,1,1,,
00deffff0080,unbound,,none,1,1,,
00cfffff0080,unbound,,none,1,1,,
00ebffff00d8,unbound,,none,1,1,,
00f0ffff00d8,unbound,,none,1,1,,
00e3ffff00d8,unbound,,none,1,1,,
00eaffff0018,unbound,,none,1,1,,
00deffff0018,unbound,,none,1,1,,
00bdffff0080,unbound,,none,1,1,,
00bfffff0080,unbound,,none,1,1,,
00baffff0080,unbound,,none,1,1,,
00eaffff000f,unbound,,none,1,1,,
00ebffff000c,unbound,,none,1,1,,
00e9ffff0011,unbound,,none,1,1,,
000b00000017,unbound,,none,1,1,,
000a00000016,unbound,,none,1,1,,
000a00000019,unbound,,none,1,1,,
002800000029,unbound,,none,1,1,,
00270000002d,unbound,,none,1,1,,
005500000021,unbound,,none,1,1,,
005400000021,unbound,,none,1,1,,
005400000022,unbound,,none,1,1,,
00e2ffff001d,unbound,,none,1,1,,
00e4ffff001c,unbound,,none,1,1,,
00e1ffff0020,unbound,,none,1,1,,
00d0ffff0034,unbound,,none,1,1,,
00d2ffff0038,unbound,,none,1,1,,
00ceffff0036,unbound,,none,1,1,,
00b5ffff0039,unbound,,none,1,1,,
00b2ffff003b,unbound,,none,1,1,,
00acffff0047,unbound,,none,1,1,,
00adffff0049,unbound,,none,1,1,,
00abffff0048,unbound,,none,1,1,,
203bf404bd01,unbound,,none,1,1,,
cc59e2040200,unbound,,none,1,1,,
8b0000008c00,unbound,,none,1,1,,
910000009200,unbound,,none,1,1,,
970000009800,unbound,,none,1,1,,
9d0000009e00,unbound,,none,1,1,,
0000e4530400,unbound,,none,1,1,,
dc011c130000,unbound,,none,1,1,,
5801ba0e0000,unbound,,none,1,1,,
48017a0a0000,unbound,,none,1,1,,
c800f2090000,unbound,,none,1,1,,
3000e6040000,unbound,,none,1,1,,
0900ba0e0000,unbound,,none,1,1,,
cc00140a0000,unbound,,none,1,1,,
340008050000,unbound,,none,1,1,,
8c0500007800,unbound,,none,1,1,,
0000000060a6,unbound,,none,1,1,,
ae0500007c00,unbound,,none,1,1,,
0000000090a6,unbound,,none,1,1,,
f20500008400,unbound,,none,1,1,,
00000000c0a6,unbound,,none,1,1,,
140600008800,unbound,,none,1,1,,
00000000f0a6,unbound,,none,1,1,,
580600009000,unbound,,none,1,1,,
0000000020a7,unbound,,none,1,1,,
7a0600009400,unbound,,none,1,1,,
0000000050a7,unbound,,none,1,1,,
8da194bc8d26,unbound,,none,1,1,,
4125f53ebd54,unbound,,none,1,1,,
0000803f70ac,unbound,,none,1,1,,
000000001000,unbound,,none,1,1,,
cc0d00003801,unbound,,none,1,1,,
00000000e0a4,unbound,,none,1,1,,
ee0d00003c01,unbound,,none,1,1,,
00000000d0a4,unbound,,none,1,1,,
100e00004001,unbound,,none,1,1,,
0000000030a5,unbound,,none,1,1,,
640de204f200,unbound,,none,1,1,,
0b0000005000,unbound,,none,1,1,,
d7ffffff6200,unbound,,none,1,1,,
dcffffff0000,unbound,,none,1,1,,
73000000e300,unbound,,none,1,1,,
aa0000005500,unbound,,none,1,1,,
b9000000b000,unbound,,none,1,1,,
09000000ff00,unbound,,none,1,1,,
14000000fe00,unbound,,none,1,1,,
08000000fe00,unbound,,none,1,1,,
feffffffff00,unbound,,none,1,1,,
f20000001900,unbound,,none,1,1,,
f90000003600,unbound,,none,1,1,,
f10000003f00,unbound,,none,1,1,,
d90000003400,unbound,,none,1,1,,
040000003200,unbound,,none,1,1,,
07000000ff00,unbound,,none,1,1,,
e6fffffffe00,unbound,,none,1,1,,
ecfffffffe00,unbound,,none,1,1,,
bffffffff300,unbound,,none,1,1,,
f2ffffffff00,unbound,,none,1,1,,
f3ffffffff00,unbound,,none,1,1,,
e3fffffffd00,unbound,,none,1,1,,
eeffffff1900,unbound,,none,1,1,,
770000008b00,unbound,,none,1,1,,
ba0000009f00,unbound,,none,1,1,,
bcffffff3a00,unbound,,none,1,1,,
5affffff1e00,unbound,,none,1,1,,
07ffffff1700,unbound,,none,1,1,,
03ffffff1500,unbound,,none,1,1,,
1cffffff4f00,unbound,,none,1,1,,
e4fffffffe00,unbound,,none,1,1,,
e5fffffffe00,unbound,,none,1,1,,
eeffffffff00,unbound,,none,1,1,,
06000000ff00,unbound,,none,1,1,,
b1ffffff2f00,unbound,,none,1,1,,
c0ffffffcdff,unbound,,none,1,1,,
6affffffb4ff,unbound,,none,1,1,,
25ffffffa4ff,unbound,,none,1,1,,
17ffffffa5ff,unbound,,none,1,1,,
0affffff3700,unbound,,none,1,1,,
31ffffff3800,unbound,,none,1,1,,
000000004200,unbound,,none,1,1,,
690000004700,unbound,,none,1,1,,
da0000005900,unbound,,none,1,1,,
ed0000005e00,unbound,,none,1,1,,
f80000003a00,unbound,,none,1,1,,
e80000005e00,unbound,,none,1,1,,
00000000cd90,unbound,,none,1,1,,
000000006021,unbound,,none,1,1,,
a23b8f3e9e12,unbound,,none,1,1,,
000000002022,unbound,,none,1,1,,
7400e2040200,unbound,,none,1,1,,
900c48055f00,unbound,,none,1,1,,
640000006500,unbound,,none,1,1,,
6a0000000000,unbound,,none,1,1,,
0030d3c40000,unbound,,none,1,1,,
f006e1040000,unbound,,none,1,1,,
020000003007,unbound,,none,1,1,,
0039e1040000,unbound,,none,1,1,,
003be104203b,unbound,,none,1,1,,
e10400011014,unbound,,none,1,1,,
b01de104c011,unbound,,none,1,1,,
000000003011,unbound,,none,1,1,,
101ae104a01b,unbound,,none,1,1,,
00000000101b,unbound,,none,1,1,,
0029e1040000,unbound,,none,1,1,,
002be104202b,unbound,,none,1,1,,
0000803fe036,unbound,,none,1,1,,
000000001037,unbound,,none,1,1,,
0017e1040000,unbound,,none,1,1,,
0019e1042019,unbound,,none,1,1,,
0000803fe026,unbound,,none,1,1,,
000000001027,unbound,,none,1,1,,
6023e1040000,unbound,,none,1,1,,
02000000a023,unbound,,none,1,1,,
0000803fe014,unbound,,none,1,1,,
000000001015,unbound,,none,1,1,,
6011e1040000,unbound,,none,1,1,,
02000000a011,unbound,,none,1,1,,
000000004027,unbound,,none,1,1,,
0000803f6026,unbound,,none,1,1,,
e104d6000000,unbound,,none,1,1,,
f01ce104001d,unbound,,none,1,1,,
0000000000d0,unbound,,none,1,1,,
000000004015,unbound,,none,1,1,,
0000803f6014,unbound,,none,1,1,,
e10400011026,unbound,,none,1,1,,
b02fe104c023,unbound,,none,1,1,,
000000003023,unbound,,none,1,1,,
102ce104a02d,unbound,,none,1,1,,
00000000102d,unbound,,none,1,1,,
9897e2040001,unbound,,none,1,1,,
00000000f200,unbound,,none,1,1,,
7cffffff7600,unbound,,none,1,1,,
5bffffffb500,unbound,,none,1,1,,
00000000c200,unbound,,none,1,1,,
c00000009b00,unbound,,none,1,1,,
25000000f700,unbound,,none,1,1,,
19ffffff4e00,unbound,,none,1,1,,
1dffffff6900,unbound,,none,1,1,,
000000006500,unbound,,none,1,1,,
6effffff53ff,unbound,,none,1,1,,
2cffffff76ff,unbound,,none,1,1,,
0000000037ff,unbound,,none,1,1,,
c900000068ff,unbound,,none,1,1,,
9200000047ff,unbound,,none,1,1,,
12ffffff2d00,unbound,,none,1,1,,
6fffffff91ff,unbound,,none,1,1,,
12ffffff4b00,unbound,,none,1,1,,
000000008a00,unbound,,none,1,1,,
f40000003800,unbound,,none,1,1,,
a6000000dcff,unbound,,none,1,1,,
640010060000,unbound,,none,1,1,,
540068050000,unbound,,none,1,1,,
4400c0040000,unbound,,none,1,1,,
340018040000,unbound,,none,1,1,,
9897e2040000,unbound,,none,1,1,,
000070023616,unbound,,none,1,1,,
0000e001ae15,unbound,,none,1,1,,
0000d0012615,unbound,,none,1,1,,
0000c0019e14,unbound,,none,1,1,,
000020014e0f,unbound,,none,1,1,,
00001001c60e,unbound,,none,1,1,,
00000001fe09,unbound,,none,1,1,,
000070007609,unbound,,none,1,1,,
00006000ee08,unbound,,none,1,1,,
00004c00bc07,unbound,,none,1,1,,
00000400e005,unbound,,none,1,1,,
02002000fa1e,unbound,,none,1,1,,
0000b402b81c,unbound,,none,1,1,,
0000a402301c,unbound,,none,1,1,,
0000f8017a16,unbound,,none,1,1,,
0000e801f215,unbound,,none,1,1,,
000040015e10,unbound,,none,1,1,,
00008400200a,unbound,,none,1,1,,
00004c00d372,unbound,,none,1,1,,
0000e002de18,unbound,,none,1,1,,
000030025618,unbound,,none,1,1,,
030028080400,unbound,,none,1,1,,
0000f002b61e,unbound,,none,1,1,,
0000e0022e1e,unbound,,none,1,1,,
000038029a18,unbound,,none,1,1,,
000028021218,unbound,,none,1,1,,
00007001f611,unbound,,none,1,1,,
0000b800da0b,unbound,,none,1,1,,
000048002208,unbound,,none,1,1,,
0000000005d7,unbound,,none,1,1,,
00003c02bc18,unbound,,none,1,1,,
00008401a012,unbound,,none,1,1,,
0000cc00840c,unbound,,none,1,1,,
6fffffff68ff,unbound,,none,1,1,,
900cf2040200,unbound,,none,1,1,,
500294170000,unbound,,none,1,1,,
0401b00c0000,unbound,,none,1,1,,
0400904a0300,unbound,,none,1,1,,
4002ee120000,unbound,,none,1,1,,
b00166120000,unbound,,none,1,1,,
1001160d0000,unbound,,none,1,1,,
00018e0c0000,unbound,,none,1,1,,
f00050060000,unbound,,none,1,1,,
080052040000,unbound,,none,1,1,,
98018e0c0000,unbound,,none,1,1,,
f00052040000,unbound,,none,1,1,,
e801fe130000,unbound,,none,1,1,,
d00176130000,unbound,,none,1,1,,
c0016a0e0000,unbound,,none,1,1,,
2801e20d0000,unbound,,none,1,1,,
9000b4080000,unbound,,none,1,1,,
7c002c080000,unbound,,none,1,1,,
6c00a4070000,unbound,,none,1,1,,
5c001c070000,unbound,,none,1,1,,
280062050000,unbound,,none,1,1,,
1800da040000,unbound,,none,1,1,,
3d0092190000,unbound,,none,1,1,,
440250170000,unbound,,none,1,1,,
3402c8160000,unbound,,none,1,1,,
1c00fc040000,unbound,,none,1,1,,
2500fa170000,unbound,,none,1,1,,
480272170000,unbound,,none,1,1,,
3802c8160000,unbound,,none,1,1,,
900156110000,unbound,,none,1,1,,
e400a00b0000,unbound,,none,1,1,,
040030040000,unbound,,none,1,1,,
170072170000,unbound,,none,1,1,,
a40100120000,unbound,,none,1,1,,
940178110000,unbound,,none,1,1,,
e000fc040000,unbound,,none,1,1,,
040230150000,unbound,,none,1,1,,
f401a8140000,unbound,,none,1,1,,
e40120140000,unbound,,none,1,1,,
4401d00e0000,unbound,,none,1,1,,
3401480e0000,unbound,,none,1,1,,
a0005e090000,unbound,,none,1,1,,
44002e060000,unbound,,none,1,1,,
3000a6050000,unbound,,none,1,1,,
4300d6190000,unbound,,none,1,1,,
80024e190000,unbound,,none,1,1,,
20021e160000,unbound,,none,1,1,,
100296150000,unbound,,none,1,1,,
00020e150000,unbound,,none,1,1,,
f00186140000,unbound,,none,1,1,,
e001fe130000,unbound,,none,1,1,,
d0018a100000,unbound,,none,1,1,,
6401e00f0000,unbound,,none,1,1,,
3c018c0e0000,unbound,,none,1,1,,
9400f8080000,unbound,,none,1,1,,
80004e080000,unbound,,none,1,1,,
7000c6070000,unbound,,none,1,1,,
3c000c060000,unbound,,none,1,1,,
2c0084050000,unbound,,none,1,1,,
3802ea160000,unbound,,none,1,1,,
280262160000,unbound,,none,1,1,,
1802da150000,unbound,,none,1,1,,
080252150000,unbound,,none,1,1,,
8c0134110000,unbound,,none,1,1,,
7c01ac100000,unbound,,none,1,1,,
d8003a0b0000,unbound,,none,1,1,,
840070080000,unbound,,none,1,1,,
240040050000,unbound,,none,1,1,,
1400904a0300,unbound,,none,1,1,,
3c020c170000,unbound,,none,1,1,,
28029a110000,unbound,,none,1,1,,
880112110000,unbound,,none,1,1,,
6048e2040000,unbound,,none,1,1,,
9c06e2040200,unbound,,none,1,1,,
4c17e2040200,unbound,,none,1,1,,
1831e2043c00,unbound,,none,1,1,,
640de2040001,unbound,,none,1,1,,
00000000f100,unbound,,none,1,1,,
77ffffff7800,unbound,,none,1,1,,
64ffffffbb00,unbound,,none,1,1,,
00000000c500,unbound,,none,1,1,,
c40000009500,unbound,,none,1,1,,
28000000f700,unbound,,none,1,1,,
19ffffff5000,unbound,,none,1,1,,
1bffffff6500,unbound,,none,1,1,,
000000005d00,unbound,,none,1,1,,
6fffffff53ff,unbound,,none,1,1,,
2effffff72ff,unbound,,none,1,1,,
0000000036ff,unbound,,none,1,1,,
c800000066ff,unbound,,none,1,1,,
9100000046ff,unbound,,none,1,1,,
13ffffff2f00,unbound,,none,1,1,,
000000007300,unbound,,none,1,1,,
6fffffff90ff,unbound,,none,1,1,,
10ffffff4600,unbound,,none,1,1,,
000000008900,unbound,,none,1,1,,
f50000003700,unbound,,none,1,1,,
a5000000dbff,unbound,,none,1,1,,
9897e204640d,unbound,,none,1,1,,
f89be2040000,unbound,,none,1,1,,
00007800fa05,unbound,,none,1,1,,
000068007205,unbound,,none,1,1,,
00005800ea04,unbound,,none,1,1,,
000030009603,unbound,,none,1,1,,
00002000ca02,unbound,,none,1,1,,
000008004202,unbound,,none,1,1,,
000000009681,unbound,,none,1,1,,
00007c001c06,unbound,,none,1,1,,
00004c008404,unbound,,none,1,1,,
00003c00fc03,unbound,,none,1,1,,
000024003003,unbound,,none,1,1,,
00001400a802,unbound,,none,1,1,,
feffd4720000,unbound,,none,1,1,,
00000801c20a,unbound,,none,1,1,,
0000d8002a09,unbound,,none,1,1,,
0000c800a208,unbound,,none,1,1,,
0000b8009207,unbound,,none,1,1,,
0000980027a5,unbound,,none,1,1,,
050800a068e7,unbound,,none,1,1,,
00003400b803,unbound,,none,1,1,,
00001800ca02,unbound,,none,1,1,,
0100d4720000,unbound,,none,1,1,,
000080003e06,unbound,,none,1,1,,
00005000a604,unbound,,none,1,1,,
000040001e04,unbound,,none,1,1,,
000030000e03,unbound,,none,1,1,,
00001000cfd6,unbound,,none,1,1,,
000084006006,unbound,,none,1,1,,
000044004004,unbound,,none,1,1,,
00001c00ec02,unbound,,none,1,1,,
f89be2040200,unbound,,none,1,1,,
0d00000000e0,unbound,,none,1,1,,
00d8ffff00e0,unbound,,none,1,1,,
00d0ffff00e0,unbound,,none,1,1,,
0028000000e0,unbound,,none,1,1,,
0030000000d0,unbound,,none,1,1,,
00f8ffff00e0,unbound,,none,1,1,,
0000000000f0,unbound,,none,1,1,,
0040000000e8,unbound,,none,1,1,,
0028000000f0,unbound,,none,1,1,,
0038000000e8,unbound,,none,1,1,,
00f8ffff00f0,unbound,,none,1,1,,
00f8ffff0000,unbound,,none,1,1,,
004000000018,unbound,,none,1,1,,
00d0ffff0010,unbound,,none,1,1,,
002800000010,unbound,,none,1,1,,
003800000018,unbound,,none,1,1,,
00f8ffff0010,unbound,,none,1,1,,
003800000030,unbound,,none,1,1,,
00c0020000c0,unbound,,none,1,1,,
8c8ae2040200,unbound,,none,1,1,,
040078010000,unbound,,none,1,1,,
0f00a8040000,unbound,,none,1,1,,
340010030000,unbound,,none,1,1,,
240000020000,unbound,,none,1,1,,
00e1fffff482,unbound,,none,1,1,,
2c00cc020000,unbound,,none,1,1,,
24520000f482,unbound,,none,1,1,,
0c00bc010000,unbound,,none,1,1,,
000008010000,unbound,,none,1,1,,
00003b000000,unbound,,none,1,1,,
ffffe1ffffff,unbound,,none,1,1,,
ffffb6ffffff,unbound,,none,1,1,,
000074000000,unbound,,none,1,1,,
0000e5ffffff,unbound,,none,1,1,,
0000a7ffffff,unbound,,none,1,1,,
ffff22000000,unbound,,none,1,1,,
ffff0d000000,unbound,,none,1,1,,
0000bfffffff,unbound,,none,1,1,,
0000f4ffffff,unbound,,none,1,1,,
000021000000,unbound,,none,1,1,,
ffff3b000000,unbound,,none,1,1,,
000059000000,unbound,,none,1,1,,
000037000000,unbound,,none,1,1,,
ffffa7000000,unbound,,none,1,1,,
ffff92000000,unbound,,none,1,1,,
000041000000,unbound,,none,1,1,,
00003d000000,unbound,,none,1,1,,
0000a3000000,unbound,,none,1,1,,
e20400010000,unbound,,none,1,1,,
0000f1000000,unbound,,none,1,1,,
ffff78000000,unbound,,none,1,1,,
ffffbb000000,unbound,,none,1,1,,
0000c5000000,unbound,,none,1,1,,
000095000000,unbound,,none,1,1,,
0000f7000000,unbound,,none,1,1,,
ffff50000000,unbound,,none,1,1,,
ffff65000000,unbound,,none,1,1,,
00005d000000,unbound,,none,1,1,,
00008d000000,unbound,,none,1,1,,
0000abffffff,unbound,,none,1,1,,
ffff53ffffff,unbound,,none,1,1,,
ffff72ffffff,unbound,,none,1,1,,
000036ffffff,unbound,,none,1,1,,
000066ffffff,unbound,,none,1,1,,
000046ffffff,unbound,,none,1,1,,
be1b4fbf1779,unbound,,none,1,1,,
000000009057,unbound,,none,1,1,,
75379e3e7278,unbound,,none,1,1,,
