file,point_count,plane_count,face_count,face_point_total,unique_texture_tags,signature
L439.3D,26,18,18,82,1,6ec38595b589e71376240a4e3a48510cc4842972
L44.3D,10,5,5,20,3,3c19300da548378fe7fd380e051fb955b336c9ec
L440.3D,20,13,13,60,1,e4e54b87658212a1b5b269ce76024f1211ab85c7
L441.3D,20,14,14,60,1,f88aba8998707ecdac15d44e46145534fdab5561
L442.3D,30,31,31,114,9,0202448a3fa914d88cd38a172e0ef3495f557ac6
L443.3D,77,72,72,276,32,3dbbd5f40b6d2f61d1d594d9342715c214e0ffda
L444.3D,34,23,23,104,10,766083a00a54b2b99b9ed46412f84d7f31d82ded
L445.3D,16,11,11,48,8,b1c66a0938f40d283aa339e75c9ab38bac7381ad
L45.3D,10,5,5,20,5,f7f1baf6fabe2b7fa118eb5b7cf8c39c19a8bba0
L46.3D,100,92,92,363,2,d7edd88f9985d7519aa8dfe860339d949c36c282
L47.3D,42,66,66,204,50,3bf6b53b01e277214eb7e628451508e182c300a8
L48.3D,42,40,40,152,32,a50ab66b53a867733329040de2e4330843567f94
L49.3D,36,54,54,170,11,313aff8aae59aa6c21668dee9ec541011883972d
L4A.3D,8,6,6,24,5,5a31f4b65003414fab06c40d2190bb8e6f2c1c8e
L4ALTAR.3D,20,21,21,76,3,d0c7851f6335799d9b68211b9410ca33b8399235
L4ARCHWY.3D,24,22,22,88,5,e031ec0a8ff70402efd37410dadc539c19467507
L4ARDR.3D,12,8,8,36,1,7ed08d63df040b950ff82efdbd8fc027bd98a0ed
L4B.3D,8,6,6,24,5,7e6bab09bf4ca52b44c92237659646688c13f758
L4BACK.3D,8,3,3,12,3,7125484a4f22c2fb065c0f5bc2403ae5012c91b6
L4BALC.3D,20,15,15,56,1,6e8707f4347f009330e0f0fb78aa9f54ef3d4615
L4BALCUP.3D,12,7,7,32,5,140d1bb4a0e6e4985780514efcdec293b356c683
L4BARS.3D,4,1,1,4,1,a584cd7c94afa9be10a0329c8a7e6100bf7e38b7
L4BLOK1.3D,4,1,1,4,1,154376b63533154e556fa00402716192fca3b6b2
L4BLOK2.3D,4,1,1,4,1,154376b63533154e556fa00402716192fca3b6b2
L4BLOK3.3D,4,1,1,4,1,154376b63533154e556fa00402716192fca3b6b2
L4BLOK4.3D,4,1,1,4,1,154376b63533154e556fa00402716192fca3b6b2
L4BOAT.3D,44,48,48,160,1,d07ea73b8cb252fce679cb477557496c9dffae70
L4BOXLEV.3D,33,26,26,112,20,1665a2adbfcf93b977de1373ccea8e333111e892
L4BROK.3D,44,38,38,152,9,23d0293de79312d15c1df332ce5239f62f069484
L4BROK1.3D,44,38,38,152,9,23d0293de79312d15c1df332ce5239f62f069484
L4BROK2.3D,44,38,38,152,9,23d0293de79312d15c1df332ce5239f62f069484
L4BROK3.3D,44,38,38,152,9,23d0293de79312d15c1df332ce5239f62f069484
L4BROK4.3D,44,38,38,152,9,23d0293de79312d15c1df332ce5239f62f069484
L4BROK5.3D,44,38,38,152,9,23d0293de79312d15c1df332ce5239f62f069484
L4BROK6.3D,44,38,38,152,9,23d0293de79312d15c1df332ce5239f62f069484
L4BROK7.3D,44,38,38,152,9,23d0293de79312d15c1df332ce5239f62f069484
L4BROK8.3D,44,38,38,152,9,23d0293de79312d15c1df332ce5239f62f069484
L4BROK9.3D,44,38,38,152,9,23d0293de79312d15c1df332ce5239f62f069484
L4C.3D,8,6,6,24,3,1ee402f24b860697f5419fdf2b9e0a239972f479
L4CAVE1.3D,44,47,47,174,39,9089026d11c0f48ae1611a9564bedd3862a29ea7
L4CAVE2.3D,41,40,40,154,33,e0ecdd710c1a75047808f31e38abc3aa718754a5
L4CELL1.3D,8,5,5,20,4,3b3ce6ccf2db84f2c3509c48b8b29a5bced040fc
L4CELL2.3D,8,5,5,20,3,95491fe96fd4071d5f90069c72552be71dec1015
L4CELL3.3D,8,5,5,20,2,e959946b910495411f97b47b464f551ce1c02037
L4CELL4.3D,8,5,5,20,4,d48eb03daf964e8f6efa0a8bd502c714d990d746
L4CELL5.3D,8,5,5,20,5,166dfa56ac95646a22e7361cd5e16e47c8423e40
L4CELL6.3D,8,5,5,20,5,bed7f6371d366b814cf38c0e568fab00f7e8b2ca
L4CONN02.3D,112,90,90,368,2,7dd44afd8153e852e4f88a4ba55d82e5b7a01991
L4CONN1.3D,108,92,92,368,87,0840b8ce46fee24cc88060eda7cd3b512523237f
L4CONN2.3D,108,90,90,360,85,5ccd32b5209a1f740a3321fc6fbdecb54d11b6fa
L4CONN3.3D,108,92,92,368,84,00596798a236f15c920b046995efce808ce3e315
L4CONN4.3D,108,91,91,364,2,ec54502bcef851704cebd8af9f987982f22ad69a
L4CONVEN.3D,50,33,33,146,25,dd126b99d1c042d3c9088259b1482a4841e1a9a3
L4CORD.3D,90,85,85,340,5,ac6bb122bfea010cfac9b762ac5cb709884260e1
L4COUT.3D,4,1,1,4,1,c251683ab60b3212539d6ea4980edc6409a888b2
L4D.3D,8,6,6,24,4,bcabfb680af2d9e8e3822bda93eb9641a5014cc2
L4DAGBAR.3D,4,1,1,4,1,8ce3a4b2477d035cfeedd264e2e9d6d8a4020f96
L4DECK1.3D,8,6,6,24,5,92bc3f8412767b38ffb1057df2273a5f05cc0764
L4DECK2.3D,8,6,6,24,5,92bc3f8412767b38ffb1057df2273a5f05cc0764
L4DECK3.3D,8,6,6,24,5,92bc3f8412767b38ffb1057df2273a5f05cc0764
L4DECK4.3D,8,6,6,24,5,92bc3f8412767b38ffb1057df2273a5f05cc0764
L4DJEM.3D,4,1,1,4,1,c251683ab60b3212539d6ea4980edc6409a888b2
L4DR1.3D,8,3,3,12,3,182d8e719bbb24fafbfa673a8d49437899efb72b
L4DR2.3D,8,3,3,12,3,27a7c536a0e1e0d56fcae561c39001626dfd713f
L4E.3D,8,6,6,24,6,d593005505f75756b05d90bdecb9149fbb3bda34
L4ELTRG.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
L4EXIT.3D,14,1,1,14,1,d16b7d322e3a39a58ea708b115725de242ebd567
L4F.3D,8,6,6,24,6,40fe30b95a9a6d2a57b2ebf6d32488ed9ae89b72
L4FLOAT1.3D,8,6,6,24,5,9352f9cf2a6b6ce2561baffd1d8a85bcb219340e
L4FLOAT2.3D,8,6,6,24,5,9352f9cf2a6b6ce2561baffd1d8a85bcb219340e
L4FLOAT3.3D,8,6,6,24,5,9352f9cf2a6b6ce2561baffd1d8a85bcb219340e
L4FLOAT4.3D,8,6,6,24,5,9352f9cf2a6b6ce2561baffd1d8a85bcb219340e
L4FLOAT5.3D,8,6,6,24,5,9352f9cf2a6b6ce2561baffd1d8a85bcb219340e
L4FLOAT6.3D,8,6,6,24,5,9352f9cf2a6b6ce2561baffd1d8a85bcb219340e
L4FLOAT7.3D,8,6,6,24,5,9352f9cf2a6b6ce2561baffd1d8a85bcb219340e
L4FLOAT8.3D,8,6,6,24,5,9352f9cf2a6b6ce2561baffd1d8a85bcb219340e
L4FLOAT9.3D,8,6,6,24,5,9352f9cf2a6b6ce2561baffd1d8a85bcb219340e
L4FLOT10.3D,16,17,17,60,10,68194d2ca4d39f6195d2ec3146e3bd88f4ef47e7
L4FLOT11.3D,8,6,6,24,5,5fe72f98aa7a62befb7ee3308993c215deac772d
L4FLOT12.3D,8,6,6,24,5,9e3716652dd49f481482c6c289c1dddb9d7b24d8
L4FOAM.3D,22,28,28,84,13,debdc828bf1af6cecec74354f07d0dfc9fa61b2c
L4G.3D,8,6,6,24,4,0f685aab8a5fd92f4d735f62741de2e8e441adb7
L4GATE.3D,204,226,226,796,1,30767955288a9314e0382233b931cfc250a488e1
L4GRATE.3D,8,2,2,8,2,8369e9b216bf96b88aab92c6d2a194f511232862
L4H.3D,8,6,6,24,4,68e26e76752e9287447910fad9731b4e29631b99
L4HALL.3D,72,58,58,252,43,cc795e8465e953e89587645e4ea1510f348f74bb
L4HALO.3D,44,40,40,160,31,e471bbd513dffa1888659dc57186f612e74e6dfa
L4HAND.3D,103,190,190,572,1,6c3b895e6900f844fdf02b0601fb79592ca73bbd
L4HANDI.3D,16,14,14,56,1,7d7d4d3960e491253d3c03faf21c3251a9f87b8f
L4HOP1.3D,40,47,47,162,43,a26b9affc34338642eec5479b4af0062db5327aa
L4HOP2.3D,36,39,39,140,35,15346a1b5c476412099d83529a019dc6a438be75
L4HPL01.3D,66,60,60,240,49,ef9716e50ccd2f437b7bafea15aa3168e215cead
L4HPL02.3D,66,60,60,240,49,ef9716e50ccd2f437b7bafea15aa3168e215cead
L4HPL03.3D,66,60,60,240,49,ef9716e50ccd2f437b7bafea15aa3168e215cead
L4HPL04.3D,66,60,60,240,49,ef9716e50ccd2f437b7bafea15aa3168e215cead
L4HPL05.3D,66,60,60,240,49,ef9716e50ccd2f437b7bafea15aa3168e215cead
L4HPL06.3D,66,60,60,240,49,ef9716e50ccd2f437b7bafea15aa3168e215cead
L4I.3D,8,6,6,24,4,2d0d507ec9bbb51b522e6c5589aa9217c4624c42
L4J.3D,8,6,6,24,2,71a6d5a16e63df740c1a11a8ec65d8bf1cf2f53e
L4JAIL.3D,79,43,43,168,1,d41ef340bc56483a342d64f52fbac35855a2a96a
L4K.3D,8,6,6,24,6,ea173f35dfcb0d855cfde165fc073bf24841a427
L4L.3D,8,6,6,24,6,5982ca5be7f54fad6a99628d031cba17ce74d9aa
L4LAND.3D,18,17,17,66,9,5e0976e8cff57ca314b3b19ebc2ab976c28bdc7a
L4LEAPS.3D,201,161,161,644,2,94402e5f53dadf8b3a1a9517009c37d8263a5e55
L4LEDGE.3D,8,6,6,24,6,4adf362feaf6074f61336b3b0ce98f9dfc01b6c1
L4LEV1.3D,16,14,14,56,1,7d7d4d3960e491253d3c03faf21c3251a9f87b8f
L4LEV2.3D,16,18,18,64,1,1642c570f7e3d912d9bada1392393e769a513341
L4LEVBOX.3D,16,15,15,58,10,8b7e7ad076dc33a6b5db9c1794e244e38561a93f
L4LSKY.3D,63,48,48,192,40,c644615aefd14229a3249b6a7af036e0f88c493c
L4M.3D,8,6,6,24,5,e329f892e0a9a989a4a6afafc9fecd620f522488
L4MAGIC.3D,4,1,1,4,1,c251683ab60b3212539d6ea4980edc6409a888b2
L4MANA1.3D,12,6,6,24,6,c589939c8c117d00a96946e94d2b620b58176dd8
L4MANA2.3D,12,6,6,24,6,c589939c8c117d00a96946e94d2b620b58176dd8
L4MANA3.3D,12,6,6,24,6,c589939c8c117d00a96946e94d2b620b58176dd8
L4MANA4.3D,12,6,6,24,6,c589939c8c117d00a96946e94d2b620b58176dd8
L4MOUND.3D,8,8,8,28,7,b1e9242ecca8cb0fcdaf699fd87ecd51e38b3a25
L4N.3D,8,6,6,24,4,fd6b65ad29cd0e2dd9e639e6ee448cc4c99d8644
L4O.3D,8,6,6,24,6,d6ba14f15a3a6f371151ea1dd6e780429cc429b3
L4OUT01.3D,18,17,17,64,10,737a702f3de24077d3a15009aeddcc158e4b0764
L4OUTIS.3D,38,28,28,111,28,27f4e6c0b1b06a30291a7849ed520062f1e84159
L4OUTTY.3D,52,82,82,262,2,ce07012d8c820aca957aa6f8418721b5db65a3f1
L4P.3D,8,6,6,24,6,16a231cc0f7705b8e43d6f8b5f9b3a6461ee2fa2
L4PASS1.3D,20,16,16,64,9,a79add7da044a73bd13924628977aadbeae24a46
L4PASS2.3D,24,20,20,80,9,b0b91a1685a875d7a6d1fdddfa87e910d5388c9a
L4PASS3.3D,16,12,12,48,11,7db111a43d467e222ce18a03f376365904c05309
L4PASS4.3D,20,13,13,58,10,c1bfdae88bb94a97e987e3af21d2821ca3545880
L4PASS5.3D,12,8,8,32,4,009382f4411dce7d49996243aa7e14d34709393c
L4PASS6.3D,30,29,29,110,24,6d7c7105742c55bbd57aea5c25e8990f514ba7c7
L4PASS7.3D,16,10,10,44,6,60e07b600034025b3c1edc1815ffcbb46e1d30fa
L4PILL1.3D,56,52,52,208,42,4add0c6805bc09f0ad4cefa4acf48780a0d92e1e
L4PILL2.3D,36,33,33,130,25,63cbc585b735e96c218fa1ac8fc3c185c25f7bd2
L4PILL3.3D,44,40,40,160,37,d7882e6c699327e92500c90fb8fb8763f6b13e47
L4PL01.3D,40,33,33,130,7,1933b3875d74d836ef17df7f35ed08e8ed7511da
L4PL02.3D,40,33,33,130,7,1933b3875d74d836ef17df7f35ed08e8ed7511da
L4PL03.3D,40,33,33,130,7,1933b3875d74d836ef17df7f35ed08e8ed7511da
L4PL04.3D,40,33,33,130,7,1933b3875d74d836ef17df7f35ed08e8ed7511da
L4PL05.3D,40,33,33,130,7,1933b3875d74d836ef17df7f35ed08e8ed7511da
L4PL06.3D,40,33,33,130,7,1933b3875d74d836ef17df7f35ed08e8ed7511da
L4PL07.3D,40,33,33,130,7,1933b3875d74d836ef17df7f35ed08e8ed7511da
L4PL08.3D,40,33,33,130,7,1933b3875d74d836ef17df7f35ed08e8ed7511da
L4POST.3D,24,20,20,80,16,406ffec6625cf88882aa1ace0b0032b7112c1492
L4PRESS1.3D,8,4,4,16,1,37230c143ae7dbdf8f7c2917a48cff5ce798b45a
L4PRESS2.3D,8,4,4,16,3,7ba65c2273b6e9fc48ad92e9c5b268dd0da69bf8
L4PRESS3.3D,8,4,4,16,4,094c43274a904ea09a275991e5a474d876569dd1
L4PRESS4.3D,8,4,4,16,4,1e62beb6ab3dc8068b6b7429c28f7d04bf05f6dd
L4PTHOUT.3D,14,12,12,46,1,48a5caf656bb6739d6ca3f146a2fe03165cd0ca5
L4Q.3D,8,6,6,24,5,7a95c9957b5895eaa8a891381c58f3eee10868c1
L4R.3D,8,6,6,24,6,a1c51199dd7fd2bed1bfbb3295a7322cd6227606
L4ROCKER.3D,28,26,26,104,2,1af8d01272100957b9167a7ea31c9b96450105d5
L4ROPE1.3D,20,22,22,80,22,b0580d8d320b59ab7d0706e4ae6fc8ba41bc4da3
L4S.3D,8,6,6,24,6,267d0373e81a3be6fbe0837e7f7bdfe077943ed7
L4SEDISL.3D,48,39,39,160,32,682fb0c6e1333666ac464afe046b39fd77e7e9ea
L4SEWER.3D,4,1,1,4,1,871fd962cda66609de26d0f779c8640a77443ba9
L4SKY.3D,8,5,5,20,5,49e82036d0a3f893f40e6bc2b31e21ce21f176ae
L4SLAB.3D,18,13,13,50,9,1902cb120b8b1bb8ad29ec299fb532baaf527072
L4SLAB1.3D,28,26,26,104,9,49c95f39dc0339460c2f68ed0c620bb9033fff87
L4SLAB2.3D,28,26,26,104,9,49c95f39dc0339460c2f68ed0c620bb9033fff87
L4SLAB3.3D,28,26,26,104,9,49c95f39dc0339460c2f68ed0c620bb9033fff87
L4SLAB4.3D,28,26,26,104,9,49c95f39dc0339460c2f68ed0c620bb9033fff87
L4SLIDE.3D,8,6,6,24,4,8ece9953ab2d0f61ebbfb46c583ca2b971e55168
L4SLOPE.3D,14,13,13,46,10,48319232813561465b6cb75b0bb514e54e698626
L4SPRING.3D,28,26,26,104,2,1af8d01272100957b9167a7ea31c9b96450105d5
L4STACK.3D,16,9,9,36,1,b6a2f797019cea59c18756a4b920af8a6ad7f90f
L4STACK2.3D,21,12,12,50,10,89744e3f24cbee21f2bc3ad738266eacb68b8979
L4STAIR.3D,76,71,71,283,54,40fb852b7cee6be4703e132f84e4849b45135c4c
L4STAL1.3D,10,11,11,37,9,c4f8d3451c8a17b3f950885e71c152d4814db09a
L4STAL2.3D,10,11,11,37,4,7ef3fde28ebd9b3609450f7987f6416a9ac00b79
L4STAR.3D,88,70,70,280,2,f51cbec1b42b92a9c8ef2a84c0a168378ca43bed
L4STOOL.3D,56,67,67,239,1,5935eb7f208f25ac7d7ad32237493797cf1ab03e
L4SUPRT.3D,24,9,9,36,6,de27dcc18e18510dc34883f8270c5b9cb561c97d
L4T.3D,8,6,6,24,3,02be011608dbebbed208f4fb0fe082cdb8ae85a9
L4TAB1.3D,54,53,53,210,1,a5c29b36ef49e0e88cb1da5e366641f9c2cdbecc
L4TAB2.3D,54,53,53,210,1,a5c29b36ef49e0e88cb1da5e366641f9c2cdbecc
L4TAP1.3D,4,1,1,4,1,c251683ab60b3212539d6ea4980edc6409a888b2
L4TAP2.3D,4,1,1,4,1,c251683ab60b3212539d6ea4980edc6409a888b2
L4TEL1.3D,16,9,9,40,7,73e35ff232dc235b158618ff2ce9de79dc361b2b
L4TEL2.3D,16,10,10,48,7,c4f0b2d9432cf7e119347644095aa3d8744de982
L4TELUP.3D,8,6,6,24,4,8fd08f74fdf1f7dbbb232e3a43deeae8584f98fe
L4TITE1.3D,15,14,14,49,14,71ad5cdf128fa3c56d233784dc16b0a3bf144e53
L4TITE2.3D,15,14,14,49,10,670da65f49a5239e5be18a8667d7d27672b7cd9d
L4TORCH.3D,16,14,14,54,7,de79440a258c8b9aef5ad1f09724f73766f4701c
L4U.3D,8,6,6,24,5,0ab160e35268f26ed81e98954bd3104104c9720b
L4V.3D,8,6,6,24,4,bd260371b3ceff70db595e5881fb81c4084e8033
L4W.3D,8,6,6,24,4,184712ada67ea9c6dbd4c43fe720c441856b90c0
L4WALK.3D,24,22,22,88,13,c03053133581f840ffb7f520f7d76646abe490ff
L4WALK2.3D,33,30,30,122,23,f1b8d2f8629044898d1b0e5bdba65f28a9c17c8b
L4WELL1.3D,24,18,18,72,14,9be2ec9ac0739304339d35bb37223ecf1d637675
L4WELL2.3D,24,18,18,72,14,9be2ec9ac0739304339d35bb37223ecf1d637675
L4WELL3.3D,24,18,18,72,14,9be2ec9ac0739304339d35bb37223ecf1d637675
L4WELL4.3D,24,18,18,72,14,9be2ec9ac0739304339d35bb37223ecf1d637675
L4WINBAR.3D,6,1,1,6,1,25ad0e2f1b627be52acac59a7eecc38c234964dd
L4WOOD.3D,8,3,3,12,2,ec80658a8f9eb8ca40fbb3cf566fc0fa033214f6
L4WOOD2.3D,35,18,18,78,16,a085886dea3a76067419b3d997d2e243cc9a4788
L4WTRFL.3D,8,3,3,12,1,cbc2c600124007094279a5944f5ee4f174b37c80
L4X.3D,8,6,6,24,3,048fa68fb70db828c07b7d677027272a01df3ca6
L4Y.3D,8,6,6,24,6,d4388d43150a2922192d4f8d4a48c5c237748981
L4Z.3D,8,6,6,24,5,2eef1d9bd1de9305e758db65e4fe9ac86857ecc5
L5DR1.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
L5WATER.3D,17,9,9,39,6,48e1cefb3f385eee83f9d772df76b0d655c9c85b
L5WATER1.3D,94,65,65,284,25,028d7dbeaf5506eb6eac0309e1c2467389f05bb6
L5WATER2.3D,77,52,52,226,24,e3e813adbe5c3cb8aa66382d5cb5ffe7fd96d5e4
L5WATER3.3D,76,51,51,223,24,f7a28e1a9d1a5caedd4b3733f9fc8fca6c8c8f9a
L5WATER4.3D,61,39,39,173,12,4c361dba18904cf75ff82903dc606de6d5337ba7
L5WHEEL.3D,80,68,68,312,1,b5a2763eb38657bf769c9d38552f3c285d420c9d
L6A01.3D,48,54,54,176,1,8da19b270d97c0a42475cdbfe2c360ba5234b539
L6A02.3D,74,96,96,295,1,eacf69deb9705ef5efc395ad65bbb1dbe8f34820
L6A03.3D,40,50,50,154,1,a22ff0a52086e6543bc842f6a5e1a11f9ae78616
L6A04.3D,160,170,170,639,1,8229f5673dc2b44c80e1a356dc4381fac933acda
L6A05.3D,112,201,201,603,1,60f97bbb21601b232e63ce2a4759414006e0dcdd
L6A06.3D,64,67,67,247,1,3d108836aafa1cca5e76e3819ad11afd0534e978
L6A07.3D,36,29,29,118,1,24a764e5e672774685231a048fac58b1ae8808e0
L6A08.3D,20,20,20,74,1,ef5913f586a1baab2554cfa081d6ac22c19a7068
L6A09.3D,107,107,107,401,1,f475ee068c7e64c3b190808d95626e13063cc798
L6A10.3D,196,167,167,656,1,d828432de923dfc7c33ea259f933077cf08e0720
L6A11.3D,46,43,43,172,1,931761d806fc7ef4ff97999490ad40b402a93839
L6A12.3D,80,89,89,334,1,9d3deee13660856b62ae119321ffb5e9ff26337e
L6A13.3D,99,125,125,426,1,1ee88f3fefc84391d12f7686f549964a4d47fd7a
L6A13A.3D,14,7,7,31,1,95710a04a759d7ad1a86b6794c29b8e5b3943e1b
L6A13B.3D,14,7,7,31,1,95710a04a759d7ad1a86b6794c29b8e5b3943e1b
L6A13C.3D,14,6,6,24,1,27a318de00c5387389f73810b8d36395962afdd8
L6A13D.3D,20,10,10,38,1,cf543b9489b96537e5169713daaa652d3935bcbc
L6A13E.3D,80,84,84,297,1,f0d33af533a26d4f892b9273b2d7f4cdde6e5169
L6A14.3D,87,119,119,404,1,9b4a54b96f9d0c229e814b337d0bc77e591fc177
L6A15.3D,8,5,5,20,1,5621c6ec18bd11212c00e818d3090029d63f4056
L6A16.3D,87,85,85,324,1,36f6bb5209e0c8e313f1a625759e80dc43173121
L6A17.3D,117,103,103,392,1,369ab0e81352f6429774b25455e0efb3f3aef4a6
L6A18.3D,24,24,24,94,1,08485918fa9ed287635805da72826dc35536b7c3
L6A19.3D,28,22,22,83,1,3e370fcfad3938c675d8a09dc07e97616f7bcdd4
L6A20.3D,32,26,26,92,1,a43d6ecf9d363b8460676643c740b91517839863
L6A21.3D,86,88,88,332,1,0e8c42018a101d839f37e602c4dc603850f97266
L6A22.3D,34,34,34,130,1,84ef123a8675c18f9e631f405819a94888a5c44f
L6A23.3D,138,143,143,544,1,4f8ed09c73a8545ac2fedf5fc9c246387cea9f98
L6A24.3D,42,41,41,158,1,2c99c6d21ef599c4302cc6e673b4d41b764040ce
L6A25.3D,24,21,21,82,1,915459fdcfb2577c706543de5510390a84ef748e
L6A26.3D,78,75,75,282,1,eca8dc3be0409a19d6a57b0601b340cd16f0bef5
L6A27.3D,257,289,289,1069,1,a0f06ebc056f2ff7816e6243d0ebc58f5ad2198d
L6A28.3D,20,16,16,64,1,b5c6f0898aae67fff5b365bca827fa2ef97b5f94
L6A29.3D,93,109,109,398,1,42159778cd475817dccff72dcaa06021309f5af9
L6A30.3D,136,116,116,442,1,4c5d4bf8de5dd19c2d629dde9b8a4c53302a948f
L6A31.3D,112,96,96,405,1,9c734c1cf02ce8d54f0356611ef6cdea13071469
L6A32.3D,60,60,60,228,1,404c64144536fd015f4b8b35bfe6b7e463678415
L6A33.3D,58,67,67,240,1,f251dda766d3b8d7570d232a9a303c113f392c93
L6A34.3D,36,39,39,142,1,e19790f74e4b2377ad63a4215ae4b1987407b2e1
L6A35.3D,90,91,91,356,1,ca3b365481cf2d73549781723efd8db70c9b0a11
L6A36.3D,26,23,23,92,1,384d7647d94c9889458ec29150af8e9c39c0d2b3
L6A37.3D,26,24,24,94,1,1755a89e9a441f15f1b535128f2b961b0366bbe9
L6A38.3D,58,70,70,250,1,1a1cb9b18c611733fae40dd26f336b888be969fe
L6A39.3D,20,15,15,64,1,34c4e074da9aaea11f1dbe2da35a50427149ad00
L6A40.3D,60,73,73,260,1,a525f21f8c6dafd928c72b579e2e46d410d2d138
L6A41.3D,58,64,64,238,1,464609d3c897935481c2434f5133d1c0599ffc10
L6A42.3D,26,23,23,92,1,384d7647d94c9889458ec29150af8e9c39c0d2b3
L6A43.3D,26,23,23,92,1,384d7647d94c9889458ec29150af8e9c39c0d2b3
L6A44.3D,69,65,65,261,1,490ef601f11c9a177c95c5595697563b17327a1f
L6A45.3D,98,89,89,391,1,17d671f80df077cc53b03bea02ea6f78a2dc4d0e
L6A46.3D,186,216,216,795,1,3693ebbef17bb6b63deaad1afc1ad0bf8b606f41
L6A47.3D,88,80,80,328,1,0e56da060cd9e65f3b61706485fe54660b8414f1
L6A48.3D,48,46,46,180,1,a5b93ff9e9b15dac1b6b78f1ee0874164e4c6c32
L6A49.3D,40,37,37,144,1,d2989edec9aa5612bfef41f7b41ce7bdf645d7f2
L6A50.3D,28,24,24,96,1,68ab5bb9e90faf1f46c12d39044600ca81894c20
L6A51.3D,189,240,240,875,1,1543951857fe874d7baa16ce5d4d1f104b421cc3
L6A52.3D,20,18,18,70,1,b11d2f36491b162f09f8fd9ad8ae45b0dadfa1f6
L6BENC1.3D,28,28,28,108,1,868b2563de834173ba92348140d3c0f274c989af
L6BOO1.3D,16,14,14,56,1,7d7d4d3960e491253d3c03faf21c3251a9f87b8f
L6BOO2.3D,16,14,14,56,1,7d7d4d3960e491253d3c03faf21c3251a9f87b8f
L6BOO3.3D,16,14,14,56,1,7d7d4d3960e491253d3c03faf21c3251a9f87b8f
L6BOO4.3D,24,22,22,88,1,90fb4dc9be16d0f1b1949a016a62184489ce196f
L6BOO5.3D,16,14,14,56,1,7d7d4d3960e491253d3c03faf21c3251a9f87b8f
L6BOO6.3D,16,14,14,56,1,7d7d4d3960e491253d3c03faf21c3251a9f87b8f
L6BOO7.3D,16,14,14,56,1,7d7d4d3960e491253d3c03faf21c3251a9f87b8f
L6BOXI1.3D,128,136,136,540,1,9fa226ac52a1d9ce9ab429b9b493e2b1d8f9fb14
L6BOXI2.3D,28,26,26,104,1,3b434a5dbd873b08afd44d155d01b367db59c1ec
L6BOXI3.3D,23,34,34,108,1,beffd8495aa822cdddf485fdbe4a731cb476e484
L6BRID1.3D,40,30,30,120,1,9fe889dca576ccd4145d095e413126f4657ea345
L6BUTN1.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
L6BUTN2.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
L6CAGE1.3D,149,146,146,524,1,57a6d05dee1965580c0186adcc3d9d17baa0670e
L6COPIN.3D,24,18,18,72,1,c53c01a59c598ad0fb76a1666097ec9c578daa6c
L6DESK1.3D,28,26,26,104,1,3b434a5dbd873b08afd44d155d01b367db59c1ec
L6DOOR1.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
L6DOOR2.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
L6DOOR3.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
L6DOOR4.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
L6DOOR5.3D,24,14,14,72,1,8f7f0ebc373001af92e19e90517cf3dffd329c56
L6DOOR6.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
L6DOOR7.3D,24,14,14,72,1,8f7f0ebc373001af92e19e90517cf3dffd329c56
L6ELE1.3D,36,37,37,140,1,6ec54b677112a7f434723dbb2eb51efb247abd04
L6ELE10.3D,59,69,69,252,1,c45a48f8a9820d774752efcd232ff8a532f965dd
L6ELE11.3D,59,69,69,252,1,c45a48f8a9820d774752efcd232ff8a532f965dd
L6ELE12.3D,59,69,69,252,1,c45a48f8a9820d774752efcd232ff8a532f965dd
L6ELE13.3D,59,69,69,252,1,c45a48f8a9820d774752efcd232ff8a532f965dd
L6ELE2.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
L6ELE3.3D,16,15,15,58,1,1809ee838a93f70487bc86e333ab7e3f930bce3e
L6ELE4.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
L6ELE5.3D,16,14,14,56,1,7d7d4d3960e491253d3c03faf21c3251a9f87b8f
L6ELE6.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
L6ELE7.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
L6ELE8.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
L6ELE9.3D,16,15,15,58,1,1809ee838a93f70487bc86e333ab7e3f930bce3e
L6ELTRG.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
L6FALLIN.3D,4,1,1,4,1,c251683ab60b3212539d6ea4980edc6409a888b2
